Temperature,Humidity,Wind_Speed,Rainfall,Vegetation_Density,Fire_Occurred,Area_Burned
24.327668795992626,58.76428844190315,2.405315851801487,13.656756235818598,0.4176981616998757,0,0.0
29.598628027134552,70.0470854781617,7.6652731622162715,10.232478611879452,0.5306713394723621,0,0.0
24.15775103523322,76.17439099975428,6.75662902207073,15.780771698933036,0.6895159203958336,0,0.0
24.439194545063778,60.394160382018306,5.144613277398942,12.666704577342507,0.5083109890826375,0,0.0
39.50061967050805,18.041909224686286,11.11919619397728,4.383253809141003,0.7421658902735082,1,30.51509670661385
28.141256855911617,72.05783104891815,3.2694102433667527,15.187438524793443,0.46918155105051135,0,0.0
26.7287166859808,40.02613563045198,6.796331823951435,9.974252736617508,0.473203537106066,0,0.0
23.529585034523567,72.67895629087347,1.9343534295648257,14.385228683920289,0.5176616733541605,0,0.0
26.5951076864077,73.3457604190069,1.8483839794702495,18.312034103193234,0.4491665141471186,0,0.0
35.187906217433664,25.978517993650694,18.51206914048769,1.9965795790465406,0.7238219753929088,1,35.21603113043561
26.56729484721608,58.31715977736111,9.408801695592043,17.809143232127795,0.5075348770073489,0,0.0
37.71270346685946,14.412204427871139,13.843266471596817,0.11819293023168198,0.7716388634144618,1,35.620625884927435
27.42881493667939,76.82958601370541,7.287780544506475,9.93233926772914,0.5016065310497522,0,0.0
26.996395696221217,68.377554585359,3.5543933736406172,15.609183678585007,0.5507826328014711,0,0.0
29.281820981139514,46.83745609683393,9.925146201619713,16.43261880772467,0.21517690276650214,0,0.0
25.767023988577563,73.78663636360898,1.2694441375497267,18.66239397029473,0.6335300911894737,0,0.0
38.90005341817566,30.818453334013,16.18155734318119,0.19213174481162498,0.776317474252554,1,32.31756379786612
22.59576449275049,48.81784016981676,5.66018424887821,7.702379715989289,0.20454351747560817,0,0.0
25.07805063958779,69.39703389579577,8.832736014262238,19.803439180824462,0.6132323047460915,0,0.0
32.502428981645956,20.05591724937703,10.603520839905638,1.9096981982644796,0.8233063225796637,1,29.45048068844137
22.642762631586393,62.53633457935416,2.0152837800631285,16.97983670534955,0.45965634632115154,0,0.0
36.4517279040945,22.311904809689846,16.340057030996114,3.950152181535307,0.7681538671070545,1,35.2604947455975
30.182218256515498,18.122340194306613,11.809769527094897,1.0675568315533597,0.953681308896972,1,32.903135641107966
26.41734397298558,70.37170027673895,1.5631697070886086,18.69562200334784,0.226413343182361,0,0.0
35.48733789366586,32.80683579669059,14.261813022359728,0.7601242656432405,0.9261885710790352,1,35.14980793392456
37.224521152615054,36.31601622439325,13.685263437237612,4.433021076202333,0.8779664710322153,1,35.42345203354301
36.364104112637804,18.35771017095876,19.691026301408115,1.6168578105776037,0.8599086601738419,1,32.960106722594276
23.5492466087701,43.814436850920146,0.25199094821069634,15.921746560042497,0.31258051210796595,0,0.0
29.988926120332906,76.6024293006889,2.458474424934003,6.848711871988272,0.679069059902248,0,0.0
27.151001612837,64.09797767866351,7.99157971104782,16.124409311778333,0.5101174244805602,0,0.0
36.35093650867644,12.560490042359316,13.45934992546963,0.6075068815045903,0.9036009870017694,1,35.1870285312907
39.71782082720961,21.31852489313868,15.924077846595175,4.635004839621477,0.9574531159471491,1,37.723367434728885
22.475597702798865,48.82017053742588,5.2547030735589315,16.469764255773104,0.6623208955643183,0,0.0
39.86210744479603,23.380173188738674,18.633336495718254,1.4109353734660006,0.822275262572145,1,38.10087746778921
31.007780013774266,21.199279488392587,19.713950940416396,4.088926649284725,0.8956874945775819,1,34.845421747454125
38.87086424265117,14.63088145822607,17.49651831742925,4.815575557945869,0.8639944660563366,1,37.194289167881536
23.53789158736436,55.49290071901256,5.7849250822933005,5.160729465430384,0.3817019659997135,0,0.0
27.011395944174737,56.272192038068944,2.187138889065392,15.374834777998123,0.2974791357493153,0,0.0
20.949179368216697,55.1616194153214,5.185616886657339,12.257903282964671,0.683367113767554,0,0.0
33.25330330763264,28.60928654060394,16.2750546321837,4.500115616990056,0.8636295608220717,1,32.648584992044235
34.1960006242779,32.125037443292456,16.58707775500876,3.9935709582728727,0.8909204110550221,1,33.12683785412396
35.22732829381994,30.026732155630814,12.204862090701754,1.3708033327990292,0.8732780097643472,1,31.364949773997537
30.253507434154574,13.739880436098005,15.475923761537363,1.3252321416250201,0.8480639741020356,1,31.583172981791947
28.381549749886425,50.85968010170845,6.692190299248667,8.78259316243295,0.20491377628489393,0,0.0
30.85347464993768,37.67498143531887,17.064757264869012,0.06054237617443725,0.8016581948016255,1,29.513284701364437
36.49963930777765,31.667577051791987,19.866625932671464,2.1880156202769596,0.8518798178485608,1,33.55735451127666
28.37119627830652,79.61329215174592,3.153637432661175,5.744088625242242,0.4223563884291679,0,0.0
27.48384349676231,62.835096673579045,4.263983568016226,16.750808299937574,0.4888065403185668,0,0.0
30.813487806418998,27.295494265427607,16.734324333249173,0.3852913956716558,0.7462435129535461,1,28.101587823754173
27.587153211639208,44.74575062966321,9.024032761106747,11.202747954349388,0.48542696813938074,0,0.0
27.066298698787094,52.555019868898825,3.2432937735151803,12.500873887866302,0.4764074378591745,0,0.0
26.989488284873858,49.25522545507392,5.056967437813739,17.359964778199675,0.3191448352765458,0,0.0
39.90053850104263,19.351662033866447,17.975591006371882,4.22178541369808,0.8805770293045394,1,34.18792479933786
21.5482861259772,69.66565807344169,7.68581330913202,19.648415349843564,0.44174904255340186,0,0.0
33.663618432936914,35.263567694071256,19.71058245165368,0.5071041422460826,0.715677363785807,1,31.695335216907697
36.07544851901439,34.387030273902326,10.370076347154926,1.5565384957800181,0.759429289827922,1,32.12714655621987
20.137455540113454,73.8048340598414,4.065905373594722,18.13232975593845,0.4410086698884662,0,0.0
30.205844942958024,28.402455878073695,12.212094418196022,4.064928693580468,0.7100840800549848,1,26.179679565583026
35.68308603335471,15.436991984969804,11.510578917809003,0.6069246971121445,0.8622095429934731,1,33.832804188447916
25.484191629935626,54.032764373400624,5.806452259096341,9.262764435675932,0.3412751337593194,0,0.0
37.69993553098611,37.96354847450837,11.674825822590698,3.5816169403134115,0.7657206427305573,1,30.37502974971091
35.978999788110855,36.29960807975035,19.979341105333376,1.1403988597446624,0.9549926114441986,1,33.89481071638711
21.133035047274642,45.87687694335083,4.67681212484877,8.209920180474704,0.2960116845681723,0,0.0
31.608080514174986,30.44508166671788,19.97124500157711,3.2510054619907667,0.9732310484931745,1,32.99426729639519
22.58711642155441,48.74839201294333,2.959320294366161,16.269183865606504,0.35776659033156777,0,0.0
29.52815017002506,71.00976207339798,4.999589919647884,10.161374267741632,0.582658149762693,0,0.0
23.01046077834313,42.009720392919284,5.488728015425997,11.913475073098727,0.36308512706412677,0,0.0
23.245118001753422,56.526900688308785,0.8010572660960225,10.339366602059608,0.5056708281238631,0,0.0
37.722447692966576,25.419684674794325,12.9630812045599,2.9330423158773704,0.9270254517065906,1,34.045916197554995
24.036010023615912,53.70580586090086,6.193899693665019,9.24926605238866,0.5333428259462565,0,0.0
37.555511385430485,20.928095831442263,17.582384757040913,4.001782539111808,0.9718429764297299,1,35.151748673229314
31.881211597237613,27.706920006072615,10.731959237684435,0.6767704113884276,0.8159621520469084,1,29.302583500343037
24.502542461428902,78.05779302652368,7.341512590416462,13.62590860188222,0.21823052541280924,0,0.0
24.289443334301442,72.69631389224438,3.9593722619594987,6.6590539830974125,0.41036828128430836,0,0.0
38.22600560659659,25.17666036653398,15.67540848261558,2.5611096040633723,0.762097773531528,1,34.28430198123377
35.908332605690106,38.41850018835446,10.785784971550207,2.59204010972602,0.7588293138215179,1,33.75229140235505
27.054608302834865,73.10212209096187,7.12137045880605,12.132135728491004,0.6544132488584311,0,0.0
34.40152493739601,13.87478245454485,13.152903378306103,2.6258169183353006,0.7752899984020893,1,32.744147376748934
22.53101539179609,47.856768634880694,0.44996821235424367,15.939647007158092,0.2596052214202867,0,0.0
33.22956472941246,37.767055387203285,18.01728083069792,0.9259778393373397,0.8851199548353403,1,31.67952334345382
26.85134309874484,55.68374307618291,3.057439574472911,14.47063966465065,0.6566148431396353,0,0.0
31.409242249747628,21.76732135299197,12.387771457683023,3.337749496457352,0.7604091346407923,1,28.18696552386688
35.015162946871996,14.497522820463214,11.049301784181749,1.5770344787400636,0.8801953199645067,1,31.788405219382938
38.0219698075404,23.124247660711873,11.104741131313947,0.4776765691733409,0.7775862504664116,1,31.52329224237207
31.56437042671086,11.64284916466094,10.816299820305895,3.1233178442713188,0.8265484535616494,1,27.337752040460153
